Gender_x,Age,Profession,Work_Experience,Family_Size,Spending_Score,Cost_of_the_Product,Prior_purchases,Discount_offered,Ever_Married,Graduated,Var_1
Male,51,Engineer,1.0,7.0,Average,271,4,9,Yes,No,Cat_4
Female,21,Healthcare,0.0,5.0,Low,202,4,3,No,No,Cat_6
Female,42,Artist,0.0,1.0,Low,265,3,8,No,Yes,Cat_6
Male,56,Marketing,1.0,3.0,Average,220,3,6,Yes,No,Cat_4
Female,86,Lawyer,9.0,2.0,High,274,2,7,Yes,Yes,Cat_6
Male,59,Artist,0.0,4.0,Average,212,2,10,Yes,Yes,Cat_6
Male,86,Executive,1.0,2.0,High,244,3,1,Yes,Yes,Cat_6
Male,59,Artist,4.0,2.0,High,252,3,4,Yes,Yes,Cat_7
Male,38,Doctor,3.0,2.0,Average,158,2,8,Yes,Yes,Cat_6
Female,31,Marketing,0.0,1.0,Low,286,6,5,No,Yes,Cat_6
Female,45,Artist,1.0,1.0,Low,164,3,10,No,Yes,Cat_6
Female,48,Artist,10.0,2.0,Low,170,6,6,Yes,Yes,Cat_6
Female,33,Engineer,9.0,4.0,Low,269,2,8,No,No,Cat_3
Male,38,Entertainment,9.0,3.0,Average,238,2,2,Yes,Yes,Cat_6
Female,49,Artist,1.0,4.0,Average,198,7,1,Yes,Yes,Cat_6
Female,48,Artist,8.0,2.0,Average,184,8,7,Yes,Yes,Cat_6
Male,37,Artist,0.0,3.0,Average,265,3,10,Yes,Yes,Cat_6
Male,28,Healthcare,7.0,4.0,Low,204,10,10,No,Yes,Cat_2
Female,33,Doctor,0.0,2.0,Average,233,7,5,Yes,Yes,Cat_6
Male,20,Healthcare,0.0,4.0,Low,134,3,8,No,No,Cat_6
Male,27,Entertainment,0.0,1.0,Low,153,3,9,Yes,No,Cat_4
Male,39,Artist,3.0,4.0,Average,241,3,3,Yes,Yes,Cat_6
Female,87,Lawyer,0.0,1.0,Low,187,3,7,Yes,No,Cat_6
Male,30,Healthcare,1.0,4.0,Low,148,3,8,No,Yes,Cat_6
Male,30,Executive,0.0,0.0,High,133,8,10,,No,Cat_6
Female,51,Artist,1.0,5.0,High,250,4,10,Yes,Yes,Cat_6
Male,46,Executive,1.0,5.0,High,249,4,2,Yes,Yes,Cat_6
Female,55,Entertainment,3.0,1.0,Low,259,5,8,No,No,Cat_6
Male,39,Entertainment,0.0,4.0,Low,266,4,5,No,No,Cat_6
Male,63,Artist,1.0,4.0,Average,244,4,6,Yes,Yes,Cat_6
Male,84,Lawyer,0.0,2.0,High,239,6,2,Yes,Yes,Cat_6
Male,41,Executive,7.0,2.0,High,270,5,1,Yes,Yes,Cat_6
Male,28,Artist,0.0,1.0,Low,270,4,7,No,Yes,Cat_6
Male,27,Healthcare,2.0,4.0,Low,257,4,1,No,Yes,Cat_1
Male,35,Doctor,3.0,1.0,Low,243,5,3,No,Yes,Cat_6
Female,47,Artist,6.0,2.0,Low,271,4,6,Yes,Yes,Cat_6
Female,51,Artist,0.0,1.0,Low,202,4,6,No,Yes,Cat_6
Female,32,Artist,8.0,3.0,Low,265,3,3,Yes,Yes,Cat_6
Male,31,Engineer,1.0,2.0,Low,220,3,1,Yes,Yes,Cat_6
Female,38,Healthcare,0.0,4.0,Low,274,2,1,No,Yes,Cat_6
Male,20,Healthcare,1.0,3.0,Low,212,2,4,No,No,Cat_3
Male,31,Doctor,8.0,6.0,Low,244,3,3,No,Yes,Cat_2
Male,55,Entertainment,1.0,2.0,Low,252,3,4,Yes,Yes,Cat_6
Male,19,Healthcare,0.0,0.0,Low,158,2,4,No,No,Cat_4
Male,83,Lawyer,0.0,1.0,Low,286,6,3,No,Yes,Cat_6
Male,41,Doctor,0.0,2.0,Low,164,3,8,Yes,Yes,Cat_6
Female,38,Artist,1.0,2.0,Average,170,6,10,Yes,Yes,Cat_4
Male,61,Executive,5.0,2.0,High,269,2,2,Yes,Yes,Cat_6
Female,48,Homemaker,12.0,1.0,Low,238,2,7,Yes,Yes,Cat_6
Male,40,Doctor,1.0,2.0,Average,198,7,9,Yes,Yes,Cat_6
Female,47,Artist,0.0,1.0,Low,184,8,4,No,Yes,Cat_6
Male,53,Executive,4.0,4.0,High,265,3,8,Yes,Yes,Cat_6
Male,29,Doctor,0.0,4.0,Low,204,10,5,No,No,Cat_4
Male,72,Artist,1.0,1.0,Low,233,7,8,Yes,No,Cat_6
Female,50,Artist,1.0,4.0,Average,134,3,9,Yes,Yes,Cat_6
Male,63,Entertainment,0.0,1.0,Low,153,3,6,Yes,Yes,Cat_6
Male,42,Artist,5.0,2.0,Average,241,3,5,Yes,Yes,Cat_6
Male,40,Entertainment,14.0,3.0,Average,187,3,8,Yes,No,Cat_6
Female,63,Artist,1.0,5.0,Average,148,3,8,Yes,Yes,Cat_3
Male,25,Artist,13.0,3.0,Low,133,8,8,No,Yes,Cat_6
Male,49,Executive,2.0,4.0,High,250,4,4,Yes,Yes,Cat_2
Female,28,Healthcare,0.0,6.0,Low,249,4,3,No,No,Cat_5
Female,69,Artist,0.0,2.0,High,259,5,2,Yes,Yes,Cat_6
Male,31,Healthcare,0.0,5.0,Low,266,4,9,No,No,Cat_4
Female,36,Artist,1.0,5.0,Average,244,4,5,Yes,Yes,Cat_6
Male,21,Healthcare,9.0,4.0,Low,239,6,4,No,No,Cat_3
Female,36,Artist,1.0,2.0,Average,270,5,3,Yes,Yes,Cat_6
Female,41,Healthcare,12.0,1.0,Low,282,4,6,No,Yes,Cat_1
Female,31,Artist,13.0,2.0,Low,295,4,2,No,Yes,Cat_6
Male,51,Executive,7.0,4.0,High,255,4,5,Yes,Yes,Cat_6
Male,55,Artist,1.0,3.0,Low,292,4,3,Yes,Yes,Cat_3
Male,31,Artist,0.0,2.0,Average,244,4,1,Yes,Yes,Cat_2
Female,61,Engineer,1.0,2.0,Average,306,4,1,Yes,No,Cat_6
Male,31,Artist,1.0,3.0,Low,258,4,3,No,Yes,Cat_6
Female,55,Artist,1.0,4.0,High,265,6,8,Yes,Yes,Cat_6
Female,33,Artist,0.0,5.0,Low,227,5,7,No,Yes,Cat_3
Female,50,Artist,1.0,5.0,Average,276,4,8,Yes,Yes,Cat_2
Male,71,Entertainment,1.0,2.0,Low,244,4,7,Yes,No,Cat_6
Male,18,Healthcare,0.0,4.0,Low,217,6,6,No,No,Cat_6
Female,73,Lawyer,1.0,2.0,High,211,3,8,Yes,Yes,Cat_6
Female,58,Lawyer,0.0,4.0,High,227,5,7,Yes,No,Cat_6
Male,65,Artist,5.0,2.0,High,249,4,1,Yes,Yes,Cat_6
Female,75,Artist,1.0,2.0,High,269,4,3,Yes,Yes,Cat_6
Female,62,Engineer,0.0,1.0,Low,278,4,6,No,Yes,Cat_6
Female,38,Healthcare,0.0,5.0,Low,282,4,3,No,Yes,Cat_6
Female,27,Homemaker,3.0,7.0,Low,300,4,7,No,Yes,Cat_6
Male,19,Healthcare,0.0,3.0,Low,259,5,9,No,No,Cat_2
Male,43,Entertainment,0.0,4.0,Low,295,4,6,Yes,Yes,Cat_3
Female,50,Artist,0.0,2.0,High,238,5,2,Yes,Yes,Cat_3
Male,27,Entertainment,9.0,1.0,Low,270,5,7,No,Yes,Cat_6
Male,33,Healthcare,9.0,3.0,Low,267,5,6,No,No,Cat_7
Female,26,Doctor,0.0,3.0,Average,270,5,9,Yes,No,Cat_4
Male,45,Entertainment,1.0,2.0,Low,262,4,10,No,Yes,Cat_6
Male,25,Doctor,7.0,1.0,Low,245,5,8,No,Yes,Cat_6
Male,37,Artist,6.0,1.0,Low,268,4,7,Yes,Yes,Cat_6
Female,37,Artist,5.0,3.0,Average,262,5,1,Yes,Yes,Cat_6
Female,60,Artist,8.0,6.0,High,283,5,10,Yes,Yes,Cat_6
Female,76,Lawyer,1.0,2.0,High,260,5,8,Yes,Yes,Cat_6
Male,47,Doctor,0.0,4.0,Average,258,4,4,Yes,Yes,Cat_6
Female,42,Artist,8.0,1.0,Low,130,4,1,Yes,Yes,Cat_6
Male,66,Artist,0.0,4.0,Low,262,5,9,Yes,Yes,Cat_2
Male,20,Healthcare,0.0,5.0,Low,293,4,4,No,No,Cat_4
Male,40,Artist,9.0,3.0,Average,255,5,10,Yes,Yes,Cat_6
Male,21,Healthcare,13.0,6.0,Low,242,5,5,No,No,Cat_6
Female,42,Doctor,8.0,1.0,Low,264,4,6,No,No,Cat_3
Male,57,Doctor,5.0,2.0,Average,253,4,7,Yes,Yes,Cat_6
Male,23,Healthcare,4.0,3.0,Low,271,5,4,No,No,Cat_6
Female,52,Artist,2.0,4.0,Average,250,4,3,Yes,Yes,Cat_6
Male,42,Doctor,1.0,2.0,Average,266,5,5,Yes,Yes,Cat_1
Male,28,Doctor,0.0,4.0,Low,286,4,4,No,No,Cat_3
Male,43,Artist,9.0,3.0,Average,275,5,9,Yes,Yes,Cat_6
Male,30,Doctor,3.0,2.0,Low,295,5,4,No,Yes,Cat_6
Male,26,Healthcare,1.0,6.0,Low,269,6,8,No,No,Cat_4
Male,86,Executive,0.0,2.0,High,239,5,1,Yes,Yes,Cat_2
Male,52,Entertainment,0.0,2.0,Average,271,4,8,Yes,Yes,Cat_6
Female,43,Engineer,0.0,1.0,Low,165,6,6,Yes,No,Cat_6
Male,26,Artist,5.0,0.0,Average,302,5,5,Yes,Yes,Cat_6
Male,53,Artist,1.0,3.0,Average,293,6,10,Yes,Yes,Cat_6
Male,33,Healthcare,3.0,1.0,Low,202,3,3,No,Yes,Cat_6
Male,25,Healthcare,9.0,2.0,Low,185,3,7,Yes,Yes,Cat_6
Female,55,Artist,1.0,1.0,Low,210,2,8,Yes,Yes,Cat_6
Female,47,Engineer,9.0,4.0,Average,186,2,8,Yes,Yes,Cat_2
Female,43,Engineer,0.0,0.0,Average,163,3,7,Yes,No,Cat_4
Male,27,Doctor,9.0,4.0,Low,168,3,5,No,No,Cat_6
Male,38,Healthcare,8.0,4.0,Average,199,3,8,Yes,Yes,Cat_6
Female,69,Artist,2.0,9.0,Average,271,2,7,Yes,Yes,Cat_5
Male,19,Doctor,1.0,5.0,Low,164,3,4,No,No,Cat_4
Female,28,Marketing,9.0,2.0,Low,231,2,3,No,No,Cat_3
Male,65,Artist,1.0,2.0,High,196,2,10,Yes,Yes,Cat_6
Male,33,Artist,2.0,0.0,Low,218,3,2,Yes,Yes,Cat_3
Female,22,Healthcare,0.0,4.0,Low,267,4,5,No,No,Cat_6
Female,25,Homemaker,11.0,3.0,Average,163,3,5,Yes,No,Cat_6
Female,52,Artist,1.0,2.0,Low,224,4,5,No,Yes,Cat_6
Female,37,Artist,0.0,2.0,Low,156,2,10,No,Yes,Cat_6
Male,29,Entertainment,0.0,2.0,Low,175,6,2,Yes,Yes,Cat_2
Male,31,Healthcare,0.0,3.0,Low,257,5,5,No,Yes,Cat_3
Female,36,Marketing,9.0,1.0,Low,259,3,3,No,Yes,Cat_3
Female,73,Artist,0.0,1.0,Low,112,4,7,No,Yes,Cat_6
Male,51,Artist,2.0,2.0,Low,145,4,2,Yes,Yes,Cat_6
Male,89,Artist,1.0,0.0,Low,230,3,3,No,Yes,Cat_6
Male,60,Executive,0.0,2.0,High,188,4,6,Yes,No,Cat_6
Male,40,Healthcare,0.0,2.0,Low,132,4,3,No,Yes,Cat_6
Female,22,Healthcare,9.0,4.0,Low,239,4,2,No,No,Cat_6
Male,28,Engineer,9.0,2.0,Average,167,3,8,Yes,Yes,Cat_3
Female,52,Artist,1.0,3.0,Average,133,3,7,Yes,Yes,Cat_6
Female,28,Doctor,0.0,4.0,Low,270,2,9,No,No,Cat_6
Female,37,Artist,5.0,2.0,Average,229,2,7,Yes,Yes,Cat_6
Male,53,Doctor,2.0,3.0,Average,261,4,6,Yes,Yes,Cat_6
Female,23,Lawyer,0.0,6.0,Low,192,3,9,No,No,Cat_3
Female,75,Lawyer,0.0,2.0,High,217,3,6,Yes,Yes,Cat_6
Male,71,Entertainment,0.0,2.0,High,246,2,6,Yes,Yes,Cat_6
Male,53,Artist,0.0,4.0,High,208,2,8,Yes,Yes,Cat_6
Male,30,Artist,12.0,2.0,Average,148,3,5,Yes,Yes,Cat_6
Female,31,Entertainment,0.0,2.0,Average,132,6,8,Yes,No,Cat_3
Male,27,Doctor,0.0,5.0,Low,249,3,6,No,Yes,Cat_6
Male,65,Lawyer,0.0,1.0,Low,225,4,9,Yes,Yes,Cat_6
Male,27,Entertainment,0.0,3.0,Average,279,4,3,Yes,No,Cat_4
Male,52,Entertainment,0.0,2.0,Average,183,2,8,Yes,No,Cat_4
Female,52,Artist,3.0,2.0,Low,215,2,6,Yes,Yes,
Female,51,Engineer,8.0,6.0,Low,195,5,10,No,No,Cat_4
Female,30,Engineer,8.0,5.0,Average,156,2,5,Yes,Yes,Cat_4
Male,42,Artist,11.0,2.0,Low,160,3,8,No,Yes,Cat_6
Female,19,Healthcare,9.0,8.0,Low,153,5,10,No,No,Cat_5
Male,50,Executive,0.0,4.0,High,215,3,5,Yes,Yes,Cat_6
Male,41,Artist,0.0,4.0,Average,163,3,7,Yes,Yes,Cat_4
Female,36,Engineer,14.0,4.0,Low,195,3,8,No,No,Cat_6
Female,43,Healthcare,0.0,2.0,Average,170,2,3,Yes,Yes,Cat_3
Male,85,Lawyer,0.0,1.0,Low,133,3,5,Yes,No,Cat_6
Female,22,Healthcare,5.0,4.0,Low,186,3,7,,No,Cat_2
Male,43,Artist,0.0,2.0,Average,246,3,5,Yes,Yes,Cat_6
Female,47,Artist,1.0,2.0,Average,170,3,7,Yes,Yes,Cat_7
Female,60,Lawyer,0.0,2.0,Low,189,2,9,Yes,Yes,Cat_6
Male,30,Healthcare,0.0,0.0,Low,216,2,8,No,Yes,Cat_1
Female,37,Doctor,5.0,1.0,Low,264,3,10,No,Yes,Cat_2
Male,31,Healthcare,0.0,2.0,Low,268,3,3,No,Yes,Cat_4
Female,36,Engineer,0.0,2.0,Low,225,2,10,No,No,Cat_6
Male,82,Lawyer,0.0,0.0,Low,252,2,4,Yes,Yes,Cat_4
Female,49,Marketing,1.0,3.0,Average,204,3,8,,No,Cat_4
Male,33,Homemaker,0.0,1.0,Low,193,2,1,No,Yes,Cat_6
Male,37,Artist,4.0,7.0,Low,220,3,9,No,Yes,Cat_7
Male,35,Engineer,1.0,4.0,Average,271,3,7,Yes,Yes,Cat_3
Male,50,Artist,1.0,1.0,Low,227,4,6,No,Yes,Cat_2
Male,21,Healthcare,1.0,4.0,Low,206,5,7,No,No,Cat_4
Male,59,Entertainment,1.0,2.0,Average,142,3,3,Yes,No,Cat_7
Female,20,Healthcare,1.0,5.0,Low,236,2,2,No,No,Cat_4
Female,49,Engineer,9.0,1.0,Low,275,2,10,No,Yes,Cat_6
Male,62,Executive,0.0,4.0,High,144,2,2,Yes,Yes,Cat_6
Male,61,Artist,0.0,5.0,Average,194,3,3,Yes,Yes,Cat_6
Male,43,Homemaker,0.0,2.0,Average,260,3,9,Yes,Yes,Cat_4
Female,41,Marketing,5.0,3.0,Average,240,3,8,Yes,No,Cat_6
Male,21,Doctor,1.0,3.0,Low,136,3,2,Yes,No,Cat_3
Female,42,Artist,0.0,3.0,High,132,2,1,Yes,Yes,Cat_6
Female,38,Engineer,1.0,6.0,Average,266,3,7,Yes,No,Cat_4
Male,36,Executive,0.0,4.0,High,263,3,5,Yes,Yes,Cat_6
Male,51,Healthcare,0.0,2.0,Low,270,3,9,Yes,Yes,Cat_6
Female,48,Artist,2.0,2.0,Low,208,5,10,Yes,Yes,Cat_6
Female,29,Homemaker,0.0,1.0,Low,206,3,1,No,Yes,Cat_1
Male,30,Healthcare,1.0,1.0,Low,159,3,3,No,Yes,Cat_6
Male,25,Artist,6.0,1.0,Low,162,3,4,Yes,,Cat_6
Male,19,Healthcare,0.0,4.0,Low,177,2,4,No,No,Cat_2
Male,88,Lawyer,1.0,1.0,Low,168,4,4,Yes,No,
Male,43,Healthcare,1.0,4.0,High,267,4,4,Yes,Yes,Cat_4
Male,38,Entertainment,2.0,2.0,Average,222,3,7,Yes,Yes,Cat_6
Male,32,Doctor,10.0,2.0,Low,234,3,10,No,No,Cat_6
Female,38,Healthcare,8.0,2.0,Low,133,3,9,No,Yes,Cat_6
Female,43,Artist,0.0,3.0,Low,207,3,10,No,Yes,Cat_6
Male,76,Lawyer,0.0,2.0,Low,243,4,9,No,Yes,Cat_6
Male,30,Healthcare,9.0,5.0,Low,161,3,1,No,Yes,Cat_6
Male,31,Healthcare,1.0,4.0,Low,193,3,6,No,No,Cat_7
Male,23,Healthcare,0.0,3.0,Low,234,4,9,No,No,Cat_3
Male,70,Lawyer,0.0,3.0,High,185,6,7,Yes,No,Cat_1
Female,25,Engineer,1.0,1.0,Low,242,2,5,No,No,Cat_4
Male,29,Marketing,1.0,2.0,Low,252,2,6,No,No,Cat_6
Female,50,Artist,1.0,3.0,Average,179,3,3,Yes,Yes,Cat_6
Male,71,Artist,1.0,2.0,Average,158,3,5,Yes,Yes,Cat_6
Female,18,Healthcare,0.0,5.0,Low,226,3,8,No,No,Cat_4
Male,42,Artist,8.0,0.0,Low,269,2,2,No,Yes,Cat_6
Male,35,Healthcare,0.0,1.0,Low,148,3,7,No,No,Cat_4
Female,45,Artist,8.0,2.0,Average,159,2,3,Yes,Yes,
Female,41,Artist,2.0,1.0,Low,273,4,4,No,Yes,Cat_6
Male,20,Marketing,0.0,3.0,Low,233,3,5,No,No,Cat_3
Male,27,Entertainment,14.0,2.0,Average,182,3,2,Yes,No,Cat_6
Male,27,Healthcare,1.0,2.0,High,153,2,5,Yes,Yes,Cat_6
Female,18,Healthcare,0.0,4.0,Low,210,2,5,No,No,Cat_4
Female,41,Artist,9.0,2.0,High,241,3,6,Yes,Yes,Cat_2
Male,67,Lawyer,1.0,2.0,Average,220,3,8,Yes,No,Cat_6
Female,28,Artist,0.0,2.0,Low,211,3,7,Yes,Yes,Cat_7
Female,29,Healthcare,8.0,0.0,Low,151,3,1,No,No,
Male,45,Artist,1.0,4.0,Average,267,3,9,Yes,No,Cat_6
Male,36,Executive,8.0,4.0,High,250,2,4,Yes,No,Cat_6
Female,79,Artist,0.0,2.0,Average,181,3,5,Yes,Yes,Cat_6
Female,33,Engineer,1.0,3.0,Low,197,4,4,No,No,Cat_6
Female,87,Artist,1.0,2.0,Average,172,2,5,Yes,Yes,Cat_6
Female,52,Artist,3.0,1.0,Low,219,3,3,Yes,Yes,Cat_6
Female,32,Healthcare,1.0,3.0,Low,189,3,7,No,No,Cat_6
Female,42,Engineer,1.0,7.0,Low,225,3,8,No,Yes,Cat_4
Male,22,Healthcare,8.0,5.0,Low,269,5,8,No,No,Cat_2
Female,18,Doctor,2.0,4.0,Low,157,3,7,No,No,Cat_6
Female,26,Doctor,1.0,4.0,Low,189,3,5,No,No,Cat_2
Female,66,Artist,0.0,2.0,Average,226,2,6,Yes,Yes,Cat_6
Female,66,Engineer,6.0,4.0,Average,220,2,6,Yes,No,Cat_5
Male,69,Lawyer,1.0,2.0,Low,275,6,4,Yes,No,Cat_1
Male,25,Marketing,0.0,5.0,Low,171,3,5,No,Yes,Cat_3
Male,55,Artist,1.0,2.0,Low,235,3,4,Yes,Yes,Cat_6
Female,49,Artist,6.0,2.0,Low,201,3,7,Yes,Yes,Cat_6
Male,61,Doctor,3.0,2.0,Low,269,3,5,Yes,Yes,Cat_6
Female,47,Artist,0.0,1.0,Low,182,2,4,No,Yes,Cat_1
Male,59,Executive,0.0,5.0,High,266,5,9,Yes,Yes,Cat_6
Male,38,Artist,3.0,4.0,Average,157,2,4,Yes,Yes,Cat_6
Male,55,Artist,8.0,2.0,Average,258,4,1,Yes,Yes,Cat_2
Female,25,Homemaker,1.0,1.0,Low,280,4,9,No,No,Cat_2
Male,36,Artist,2.0,4.0,Low,154,3,7,No,No,Cat_6
Male,41,Entertainment,0.0,1.0,Low,274,2,3,Yes,Yes,Cat_6
Female,39,Engineer,1.0,3.0,Low,180,2,1,No,No,Cat_3
Female,20,Healthcare,1.0,3.0,Low,146,3,7,No,No,Cat_6
Female,33,Engineer,0.0,5.0,Low,236,3,1,No,No,Cat_3
Female,78,Lawyer,0.0,3.0,High,133,4,10,Yes,No,Cat_6
Female,87,Lawyer,0.0,1.0,Low,173,4,9,Yes,No,Cat_4
Male,19,Healthcare,1.0,6.0,Low,210,3,9,No,No,Cat_4
Female,60,Artist,1.0,4.0,High,268,4,3,Yes,Yes,Cat_6
Male,77,Lawyer,1.0,2.0,High,175,3,8,Yes,No,Cat_6
Female,43,Entertainment,5.0,1.0,Low,280,4,8,Yes,No,Cat_3
Female,51,Artist,6.0,3.0,Average,153,2,1,Yes,Yes,Cat_6
Male,18,Doctor,0.0,5.0,Low,251,2,6,No,No,Cat_2
Female,46,Artist,0.0,2.0,Low,252,3,8,No,Yes,Cat_6
Female,20,Healthcare,1.0,5.0,Low,201,8,4,No,No,Cat_6
Female,27,Healthcare,0.0,5.0,Low,216,4,8,No,Yes,Cat_4
Male,26,Artist,0.0,2.0,Low,126,10,3,Yes,Yes,Cat_1
Female,57,Artist,0.0,3.0,High,177,4,3,Yes,Yes,Cat_3
Male,53,Artist,6.0,2.0,Average,145,3,1,Yes,Yes,Cat_6
Male,38,Artist,2.0,2.0,Low,258,2,10,Yes,Yes,Cat_6
Male,41,Doctor,1.0,3.0,Low,273,10,6,Yes,No,Cat_6
Female,81,Lawyer,0.0,2.0,High,245,3,5,Yes,No,Cat_6
Female,38,Engineer,0.0,3.0,Low,241,2,7,Yes,No,Cat_4
Female,30,Healthcare,0.0,1.0,Low,208,3,6,No,Yes,Cat_6
Male,37,Entertainment,2.0,3.0,Low,282,4,1,Yes,No,Cat_6
Male,28,Artist,9.0,2.0,Average,295,4,1,Yes,Yes,Cat_6
Male,43,Artist,1.0,3.0,High,255,4,9,Yes,No,Cat_6
Male,21,Doctor,0.0,5.0,Low,292,4,8,No,No,Cat_7
Male,33,Artist,1.0,3.0,Average,244,4,1,Yes,Yes,Cat_6
Male,78,Lawyer,1.0,2.0,High,306,4,8,Yes,Yes,Cat_6
Male,23,Healthcare,1.0,5.0,Low,265,6,2,No,No,Cat_3
Female,27,Healthcare,9.0,2.0,Low,227,5,6,No,No,Cat_6
Female,45,Artist,1.0,3.0,Average,276,4,9,Yes,Yes,Cat_6
Male,31,Doctor,0.0,1.0,Low,244,4,2,No,No,Cat_6
Male,42,Artist,2.0,2.0,Average,217,6,3,Yes,Yes,Cat_6
Female,37,Healthcare,1.0,3.0,Low,211,3,3,No,Yes,Cat_6
Male,33,Entertainment,9.0,2.0,Low,227,5,8,No,Yes,Cat_6
Male,32,Healthcare,1.0,3.0,Low,249,4,5,No,Yes,Cat_6
Male,21,Healthcare,1.0,3.0,Low,269,4,6,No,No,Cat_3
Female,32,Doctor,7.0,4.0,Low,278,4,4,No,No,Cat_3
Male,36,Artist,0.0,2.0,Average,282,4,4,Yes,Yes,Cat_6
Male,43,Artist,9.0,2.0,Low,300,4,2,Yes,Yes,Cat_6
Male,37,Entertainment,0.0,3.0,Average,146,3,4,Yes,No,Cat_4
Male,41,Artist,0.0,2.0,Low,236,3,5,Yes,Yes,Cat_6
Male,41,Engineer,1.0,2.0,Average,133,4,7,Yes,Yes,Cat_6
Female,55,Artist,1.0,2.0,Low,173,4,8,Yes,No,Cat_3
Male,61,Engineer,9.0,4.0,Average,210,3,9,Yes,No,Cat_6
Female,38,Artist,13.0,2.0,Low,238,2,4,No,No,Cat_4
Male,62,Entertainment,0.0,6.0,Average,268,4,5,Yes,Yes,Cat_6
Female,33,Marketing,0.0,4.0,Low,175,3,10,No,No,Cat_3
Male,53,Entertainment,1.0,2.0,Average,280,4,10,Yes,Yes,Cat_6
Male,38,Doctor,0.0,3.0,Low,153,2,1,No,Yes,Cat_6
Male,51,Artist,2.0,4.0,Average,251,2,8,Yes,No,Cat_7
Female,41,Artist,2.0,0.0,Low,252,3,2,No,Yes,Cat_3
Female,36,Marketing,0.0,4.0,Low,201,8,9,Yes,No,Cat_4
Male,45,Artist,0.0,4.0,Average,216,4,1,Yes,Yes,Cat_6
Female,71,Engineer,2.0,1.0,Low,126,10,10,Yes,No,Cat_6
Female,26,Homemaker,0.0,6.0,Low,177,4,6,No,No,Cat_3
Female,84,Lawyer,1.0,1.0,Low,145,3,2,Yes,Yes,Cat_6
Male,56,Lawyer,0.0,2.0,High,258,2,8,Yes,No,Cat_6
Male,27,Marketing,8.0,4.0,Low,273,10,8,No,No,Cat_4
Male,36,Engineer,3.0,3.0,Low,245,3,2,No,No,Cat_6
Female,70,Artist,1.0,3.0,Low,241,2,6,Yes,Yes,Cat_7
Male,25,Artist,8.0,0.0,Low,208,3,4,Yes,,Cat_6
Female,40,Engineer,0.0,2.0,Average,282,4,1,Yes,Yes,Cat_6
Male,22,Healthcare,0.0,4.0,Low,295,4,5,No,No,Cat_2
Male,48,Artist,4.0,1.0,Low,255,4,7,Yes,Yes,Cat_6
Female,41,Artist,9.0,2.0,Average,292,4,2,Yes,Yes,Cat_6
Male,77,Lawyer,0.0,2.0,Low,244,4,5,Yes,Yes,Cat_3
Male,72,Artist,6.0,1.0,Low,306,4,10,Yes,Yes,Cat_6
Female,21,Healthcare,1.0,3.0,Low,258,4,5,No,No,Cat_3
Female,29,Healthcare,3.0,4.0,Low,265,6,9,No,Yes,Cat_2
Female,33,Homemaker,0.0,3.0,Average,227,5,3,Yes,Yes,Cat_6
Female,29,Artist,7.0,7.0,Low,276,4,9,No,Yes,Cat_4
Male,18,Healthcare,0.0,2.0,Low,244,4,1,No,No,Cat_4
Female,38,Engineer,0.0,2.0,Average,217,6,9,Yes,Yes,Cat_6
Female,48,Homemaker,3.0,2.0,Average,211,3,6,Yes,Yes,Cat_3
Female,48,Doctor,1.0,2.0,Average,227,5,2,Yes,Yes,Cat_2
Female,37,Artist,3.0,1.0,Low,249,4,2,No,Yes,Cat_6
Male,32,Healthcare,9.0,5.0,Low,302,5,7,No,Yes,Cat_6
Male,33,Healthcare,3.0,5.0,Low,293,6,7,No,No,Cat_2
Male,31,Healthcare,0.0,8.0,Low,232,3,4,No,No,Cat_4
Male,47,Artist,0.0,5.0,Average,279,4,7,Yes,No,Cat_4
Male,63,Artist,1.0,3.0,Average,251,4,8,Yes,Yes,Cat_4
Female,26,Healthcare,5.0,2.0,Low,300,5,1,No,Yes,Cat_6
Male,65,Lawyer,11.0,2.0,High,133,5,3,Yes,Yes,Cat_6
Male,22,Healthcare,1.0,4.0,Average,283,4,2,Yes,No,Cat_7
Female,42,Engineer,4.0,1.0,Low,296,4,8,Yes,No,Cat_6
Male,43,Artist,8.0,1.0,Low,261,4,8,Yes,No,Cat_6
Female,23,Marketing,0.0,4.0,Low,286,4,3,No,No,Cat_3
Male,27,Artist,5.0,4.0,Low,298,4,1,No,Yes,Cat_3
Male,42,Artist,7.0,1.0,Low,287,4,9,No,Yes,Cat_6
Male,45,Executive,1.0,3.0,High,251,4,9,Yes,Yes,Cat_6
Male,33,Doctor,9.0,6.0,Low,231,5,10,No,Yes,Cat_4
Male,58,Executive,0.0,4.0,High,249,5,6,Yes,No,Cat_3
Male,21,Doctor,0.0,3.0,Low,244,5,3,No,No,Cat_6
Female,85,Homemaker,4.0,1.0,Low,264,4,6,No,Yes,Cat_6
Male,41,Doctor,1.0,3.0,Low,254,5,6,No,No,Cat_6
Female,57,Engineer,0.0,1.0,Low,309,4,6,Yes,No,Cat_3
Male,38,Doctor,0.0,5.0,Average,298,4,8,Yes,No,Cat_6
Male,50,Artist,0.0,5.0,Average,265,5,8,Yes,Yes,Cat_6
Male,25,Artist,0.0,1.0,Low,246,4,4,No,Yes,Cat_6
Male,33,Healthcare,1.0,4.0,Low,222,5,1,No,No,Cat_6
Male,62,Entertainment,0.0,1.0,Low,250,4,2,No,Yes,Cat_6
