Laptop,Brand,Price,Profession,Normalized
"Apple MacBook Pro Intel Core i5/8GB/512GB SSD/13.3"" Gris Espacial",Apple,1063.34,Entertainment,0.12408085854646862
"Apple MacBook Pro Intel Core i5/8GB/512GB SSD/13.3"" Plata",Apple,1299.75,"Healthcare, Artist",0.15809952485243373
"Apple MacBook Pro Intel Core i7 2.6GHz/16GB/256GB SSD/Radeon Pro 555X/15.4"" Plata",Apple,1118.25,"Executive, Healthcare",0.1319822373665716
"Apple MacBook Pro Intel Core i9 2.3GHz/16GB/512GB SSD/Radeon Pro 560X/15.4"" Gris Espacial",Apple,1410.65,Healthcare,0.17405769114544814
"Apple MacBook Pro Intel Core i9 2.3GHz/16GB/512GB SSD/Radeon Pro 560X/15.4"" Plata",Apple,1410.65,Lawyer,0.17405769114544814
"Apple MacBook Pro Touch Bar Intel Core i7/16Gb/1TB SSD/13.3"" Gris Espacial",Apple,1632.5,Marketing,0.2059812185765143
"Apple Macbook Air Apple M2/8 GB/256GB SSD/GPU Octa Core/13.6"" Midnight",Apple,1519.0,"Doctor, Engineer",0.1896489203415537
"Apple Macbook Pro Intel Core i9/32GB/2TB SSD/Radeon Pro 5500M/Layout USA/16"" Gris Espacial",Apple,2711.4,"Doctor, Executive",0.3612315847941267
"Asus Chromebook 14 C424MA-EB0088 Intel Celeron N4020/8GB/64GB eMMC/14""",Asus,399.0,"Lawyer, Healthcare",0.028484391503175804
"Asus E510MA-BQ509TS Intel Celeron N4020/4GB/128GB eMMC/15.6""",Asus,299.0,Entertainment,0.014094701428320635
"Asus ExpertBook B1 B1500CEAE-EJ0609T Intel Core i5-1135G7/8GB/1TB SSD/15.6""",Asus,699.0,"Executive, Artist",0.0716534617277413
"Asus ExpertBook L1500CDA-EJ0480R AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",Asus,469.0,"Healthcare, Executive",0.03855717455557442
"Asus F415JA-EK395 Intel Core i5-1035G1/8GB/512GB SSD/14""",Asus,403.23,"Marketing, Lawyer",0.029093075393342178
"Asus F515JA-BQ1126T Intel Core i7-1065G7/8GB/512GB SSD/15.6""",Asus,699.0,"Artist, Entertainment",0.0716534617277413
"Asus P1411CJA-BV377R Intel Core i5-1035G1/8GB/256GB SSD/14""",Asus,549.0,Entertainment,0.05006892661545855
"Asus ROG Flow X13 GV301QH-K5254T AMD Ryzen 9 5980HS/32GB/1TB SSD/GTX 1650+RTX 3080/13.4"" Táctil",Asus,2099.0,Executive,0.27310912277571364
"Asus ROG G513QM-HF026 AMD Ryzen 7 5800H/16GB/1TB SSD/RTX3060/15.6""",Asus,1020.84,Lawyer,0.11796524026465517
"Asus ROG G513QM-HF246 AMD Ryzen 7 5800H/16GB/1TB SSD/RTX3060/15.6""",Asus,1183.68,Engineer,0.14139741158254934
"Asus ROG G513QM-HF326 AMD Ryzen 9 5900HX/16GB/1TB SSD/RTX3060/15.6""",Asus,1299.0,"Marketing, Entertainment",0.15799160217687233
"Asus ROG Strix G15 G512LW-HN038 Intel Core i7-10750H/16GB/512GB SSD/RTX 2070/15.6""",Asus,1106.34,Lawyer,0.13026842527865634
"Asus ROG Strix SCAR 15 G533QS-HF009T AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3080/15.6""",Asus,2071.29,Entertainment,0.2691217396559713
"Asus ROG Strix SCAR 17 G733QR-K4008T AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3070/17.3""",Asus,1931.64,Engineer,0.24902653746643608
"Asus ROG Zephyrus G14 GA401II-HE004 AMD Ryzen 7 4800HS/16GB/1TB SSD/GTX 1650Ti/14""",Asus,771.79,"Homemaker, Executive",0.08212771713322839
"Asus ROG Zephyrus G14 GA401II-HE004T AMD Ryzen 7 4800HS/16GB/1TB SSD/GTX 1650Ti/14""",Asus,852.09,Lawyer,0.09368263826333707
"Asus ROG Zephyrus G14 GA401IU-HA134T AMD Ryzen 9 4900HS/16GB/1TB SSD/GTX 1660/14""",Asus,1399.0,Doctor,0.1723812922517275
"Asus ROG Zephyrus G14 GA402RK-L8150W AMD Ryzen 9 6900HS/32GB/1TB SSD/RX 6800S/14""",Asus,2799.0,"Entertainment, Engineer",0.3738369532996998
"Asus ROG Zephyrus S17 GX701LXS-HG032T Intel Core i7-10875H/32GB/1TB SSD/RTX 2080/17.3""",Asus,1792.89,"Homemaker, Engineer",0.22906084248757452
"Asus ROG Zephyrus S17 GX703HS-KF015T Intel Core i9-11900H/32GB/3TB SSD/RTX 3080/17.3""",Asus,3499.01,"Artist, Lawyer",0.4745662227926935
"Asus Rog Strix G15 G512LU-HN161 Intel Core i7-10750H/16GB/1TB SSD/GTX 1660Ti/15.6""",Asus,880.19,Marketing,0.0977261411743714
"Asus Rog Strix G15 G512LV-HN221 Intel Core i7-10870H/16GB/1TB SSD/RTX2060/15.6""",Asus,856.24,"Homemaker, Lawyer",0.09427981040144358
"Asus Rog Strix G15 G513QR-HF010T AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3070/15.6""",Asus,1499.0,"Artist, Executive",0.18677098232658265
"Asus Rog Strix G15 G513QR-HF120 AMD Ryzen 7 5800H/32GB/1TB SSD/RTX 3070/15.6""",Asus,1397.54,Artist,0.17217120277663459
"Asus Rog Strix G17 G713QR-HG053 AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3070/17.3""",Asus,1999.0,"Engineer, Healthcare",0.2587194327008585
"Asus Rog Strix G531GT-BQ165 Intel Core i7-9750H/16GB/512GB SSD/GTX1650/15.6""",Asus,815.44,Engineer,0.08840881685090268
"Asus Rog Strix G731GW-EV178 Intel Core i7-9750H/32GB/1TB SSD/RTX 2070/17.3""",Asus,1465.79,Doctor,0.18199216625272324
"Asus Rog Strix SCAR 17 G732LXS-HG066T Intel Core i9-10980HK/32GB/1TB SSD/RTX 2080 SUPER/17.3""",Asus,1770.24,"Doctor, Entertainment",0.22580157768561981
"Asus Rog Strix SCAR 17 G733QS-K4170T AMD Ryzen 9 5900HX/64GB/1TB+1TB SSD/RTX 3080/17.3""",Asus,2871.29,"Homemaker, Engineer",0.3842392602548126
"Asus Rog Strix SCAR17 G732LXS-HG014T Intel Core i7-10875H/32GB/1TB SSD/RTX2080 SUPER/17.3""",Asus,1571.74,"Entertainment, Homemaker",0.1972380428870323
"Asus Rog Strix Scar17 G732LWS-HG053T Intel Core i9-10980HK/32GB/1TB SSD/RTX2070SUPER/17.3""",Asus,1861.34,"Executive, Doctor",0.23891058534381285
"Asus Rog Zephyrus G14 GA401IU-HE002 AMD Ryzen 7 4800HS APU/16GB/1TB SSD/GTX1660Ti/14""",Asus,854.59,"Executive, Marketing",0.09404238051520845
"Asus Rog Zephyrus G15 GA502IV-HN024 AMD Ryzen 7 4800HS APU/16GB/1TB SSD/RTX2060/15.6""",Asus,1091.09,"Executive, Engineer",0.12807399754224094
"Asus Rog Zephyrus M15 GU502LV-AZ057T Intel Core i7-10750H/16GB/512GB SSD/RTX2060/15.6""",Asus,1067.29,Homemaker,0.1246492513044254
"Asus Rog Zephyrus M15 GU502LW-HN071T Intel Core i7-10750H/16GB/1TB SSD/RTX2070/15.6""",Asus,1271.09,Marketing,0.15397543967698024
"Asus Rog Zephyrus S GX701GWR-H6063T Intel Core i7-9750H/16GB/512GB SSD/RTX2070/17.3""",Asus,1648.69,Lawyer,0.20831090939963337
"Asus TUF Dash F15 FX516PM-HN023 Intel Core i7-11370H/16GB/512GB SSD/RTX 3060/15.6""",Asus,942.84,Homemaker,0.10674128200626815
"Asus TUF Dash F15 FX516PM-HN024 Intel Core i7-11370H/16GB/1TB SSD/RTX 3060/15.6""",Asus,830.39,"Engineer, Entertainment",0.0905600755170935
"Asus TUF Gaming A15 FA506IV-HN337 AMD Ryzen 7 4800H/16GB/1TB SSD/RTX 2060/15.6""",Asus,757.53,"Executive, Marketing",0.08007574732855403
Asus TUF Gaming A15 FA506QM-HN005 AMD Ryzen 7 5800H/16 GB/1TB SSD/RTX3060/15.6'',Asus,1175.14,"Homemaker, Executive",0.14016853205015672
"Asus TUF Gaming A15 FA507RR-HN003 AMD Ryzen 7 6800H/16GB/1TB SSD/RTX 3070/15.6""",Asus,1999.0,Marketing,0.2587194327008585
"Asus TUF Gaming A17 FA706QM-HX001 AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3060/17.3""",Asus,1270.23,"Marketing, Healthcare",0.15385168834233648
"Asus TUF Gaming F15 FX506LH-BQ116 Intel Core i7-10870H/16GB/1TB SSD/GTX1650/15.6""",Asus,652.19,"Engineer, Homemaker",0.06491764780370161
"Asus TUF Gaming F15 FX506LH-HN129 Intel Core i7-10870H/16GB/512GB SSD/GTX1650/15.6""",Asus,606.09,"Marketing, Artist",0.05828400067919337
"Asus TUF Gaming F15 FX506LH-HN129T Intel Core i7-10870H/16GB/512GB SSD/GTX1650/15.6""",Asus,794.74,"Engineer, Homemaker",0.08543015100540766
"Asus TUF Gaming FX505DV-AL014 AMD Ryzen 7 3750H/16GB/512GB SSD/RTX 2060/15.6""",Asus,766.09,"Marketing, Engineer",0.08130750479896164
"Asus TUF Gaming FX505DV-AL116 AMD Ryzen 7 3750H/16GB/1TB SSD/RTX 2060/15.6""",Asus,853.69,"Marketing, Lawyer",0.09391287330453478
"Asus Tuf Gaming A15 FA506II-BQ029 AMD Ryzen 7 4800H/16GB/1TB SSD/GTX 1650Ti/15.6""",Asus,647.39,"Lawyer, Doctor",0.06422694268010855
"Asus Tuf Gaming A15 FA506IU-HN278 AMD Ryzen 7 4800H APU/16GB/1TB SSD/GTX 1660Ti/15.6""",Asus,785.69,"Lawyer, Engineer",0.08412788405363326
"Asus VivoBook 14 M413DA-EB462 AMD Ryzen 7 3700U/8GB/512GB SSD/14""",Asus,495.74,"Executive, Artist",0.04240497768159069
"Asus VivoBook 15 F515JA-EJ066 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",Asus,363.83,Homemaker,0.023423537503849238
"Asus VivoBook 15 OLED K513EA-L12437T Intel Core i7-1165G7/12GB/512GB SSD/15.6""",Asus,799.0,"Engineer, Entertainment",0.08604315180259649
"Asus VivoBook 15 X513EA-BQ003T Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Asus,549.99,"Artist, Entertainment",0.050211384547199624
"Asus VivoBook 15 X513EA-BQ004T Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Asus,699.0,Executive,0.0716534617277413
"Asus VivoBook S14 S433EA-EB1149T Intel Core i7-1165G7/16GB/512GB SSD/14""",Asus,799.0,Executive,0.08604315180259649
"Asus VivoBook S15 S533EA-BN246T Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Asus,799.0,Healthcare,0.08604315180259649
"Asus VivoBook S433EA-AM423T Intel Core i5-1135G7/8GB/512GB SSD/14""",Asus,699.0,"Executive, Lawyer",0.0716534617277413
"Asus VivoBook S433EQ-EB048T Intel Core i7-1165G7/16GB/512GB SSD/MX350/14""",Asus,999.0,"Lawyer, Doctor",0.11482253195230682
"Asus ZenBook 14 UX425EA-BM020T Intel Core i7-1165G7/16GB/512GB SSD/14""",Asus,849.0,"Marketing, Executive",0.09323799684002407
"Asus ZenBook Flip S 13 UX371EA-HL259T Intel Evo Core i7-1165G7/16GB/512GB SSD/13.3"" Táctil",Asus,1099.99,Lawyer,0.12935467995890304
"Asus Zenbook 14 UM425IA-AM006T AMD Ryzen 7 4700U/16GB/512GB SSD/14""",Asus,799.0,Homemaker,0.08604315180259649
"Asus Zenbook 14 UM431DA-AM011R AMD Ryzen R5 3500U/8GB/512GB SSD/14""",Asus,571.54,"Homemaker, Doctor",0.05331236275833091
"Asus Zenbook 14 UX425EA-HM165T Intel Core i7-1165G7/16GB/512GB SSD/14""",Asus,950.0,Healthcare,0.10777158381562778
"Asus Zenbook 14 UX425EA-KI359T Intel Core i7-1165G7/16GB/512GB SSD/14""",Asus,849.0,Homemaker,0.09323799684002407
"Dell Latitude 3400 Intel Core i5-8265U/8GB/256GB SSD/14""",Dell,579.2,"Entertainment, Homemaker",0.05441461301806482
"Dell Latitude 5480 Intel Core i5-7300U/8GB/256GB SSD/14""",Dell,489.0,Artist,0.041435112570545454
"Dell Latitude 5490 Intel Core i5-8250U/8GB/256GB SSD/14""",Dell,499.0,Lawyer,0.04287408157803097
"Dell Latitude E5470 Intel Core i5-6300U/8GB/240GB SSD/14""",Dell,499.0,Healthcare,0.04287408157803097
"Dell Latitude E5550 Intel Core i5-5300U/8GB/128GB SSD/15.6""",Dell,489.0,Lawyer,0.041435112570545454
"Dell Latitude E7470 Intel Core i5-6300U/16GB/256GB SSD/14""",Dell,529.0,"Marketing, Engineer",0.047190988600487524
"Dell Latitude E7470 Intel Core i5-6300U/8GB/256GB SSD/14""",Dell,519.01,"Engineer, Marketing",0.04575345856200949
"Dell Vostro 3515 AMD Ryzen 5 3450U/8 GB/256GB SSD/15.6""",Dell,617.54,Doctor,0.05993162019276428
"Dell Vostro 5301 Intel Core i5-1135G7/8GB/256GB SSD/13.3""",Dell,420.74,"Healthcare, Homemaker",0.03161271012544932
"Dell Vostro 5301 Intel Core i5-1135G7/8GB/512GB SSD/13.3""",Dell,511.59,Homemaker,0.04468574355845523
"Dell Vostro 5502 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Dell,549.93,"Marketing, Doctor",0.0502027507331547
"Dell XPS 13 9300 Intel Core i5-1035G1/8GB/512GB SSD/13.4""",Dell,699.0,"Healthcare, Homemaker",0.0716534617277413
"Dell XPS 7390 Intel Core i7-10510U/16GB/512GB SSD/13.3""",Dell,1086.88,Doctor,0.12746819159008954
"Dynabook Toshiba Satellite Pro C50-G-10S Intel Core i7-10510U/8GB/256GB SSD/15.6""",Dynabook Toshiba,427.59,"Entertainment, Doctor",0.03259840389557689
"Dynabook Toshiba Satellite Pro C50-H-114 Intel Core i7-1065G7/8GB/512GB SSD/15.6""",Dynabook Toshiba,407.49,Executive,0.02970607619053101
"Dynabook Toshiba Tecra A40-J-17N Intel Core i5-1135G7/8GB/256GB SSD/14""",Dynabook Toshiba,889.0,Engineer,0.09899387286996614
"Gigabyte A7 X1-CES1130SH AMD Ryzen 9 5900HX/16GB/512GB SSD/RTX3070/17.3""",Gigabyte,1295.89,"Engineer, Artist",0.15754408281554433
"Gigabyte AERO 15 OLED KC-8ES5130VP Intel Core i7-10870H/16GB/512GB SSD/RTX 3060/15.6""",Gigabyte,1333.69,"Doctor, Executive",0.16298338566383958
"Gigabyte AERO 15 OLED KD-72ES624SP Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/15.6""",Gigabyte,1183.28,Lawyer,0.14133985282224992
"Gigabyte AERO 15 OLED WB-8ES5130SD Intel Core i7-10875H/16GB/512GB SSD/RTX 2070/15.6""",Gigabyte,1128.54,"Homemaker, Executive",0.13346293647527419
"Gigabyte AERO 15 OLED WB-9ES5150SP Intel Core i9-10980HK/16GB/1TB SSD/RTX 2070 Max Q/15.6""",Gigabyte,1313.64,Homemaker,0.16009825280383114
"Gigabyte AERO 15 OLED XA-7ES5130SD Intel Core i7-9750H/16GB/512GB SSD/RTX 2070/15.6""",Gigabyte,1110.94,Doctor,0.1309303510220997
"Gigabyte AERO 15 OLED XD-73ES624SR Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",Gigabyte,1899.0,Lawyer,0.24432974262600332
"Gigabyte AERO 15 OLED XD-73ES644SP Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/15.6""",Gigabyte,1557.69,"Marketing, Doctor",0.19521629143151517
"Gigabyte AERO 15 XA-7ES2130SH Intel Core i7-9750H/16GB/512GB SSD/RTX 2070Q/15.6""",Gigabyte,1605.19,"Marketing, Doctor",0.20205139421707136
"Gigabyte AERO 15 XB-7ES1130SH Intel Core i7-10750H/16GB/512GB SSD/RTX 2070 SUPER/15.6""",Gigabyte,1263.99,"Marketing, Homemaker",0.15295377168166552
"Gigabyte AERO 16 YE5-94ES948HP Intel Core i9-12900HK/32GB/2TB SSD/RTX 3080Ti/16""",Gigabyte,3799.0,"Entertainment, Healthcare",0.5177338540482515
"Gigabyte AERO 17 HDR WB-8ES4130SH Intel Core i7-10875H/16GB/512GB SSD/RTX 2070/17.3""",Gigabyte,2257.84,Marketing,0.2959657064906136
"Gigabyte AORUS 15G KB-7ES1130MD Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/15.6""",Gigabyte,808.49,Executive,0.08740873339070024
"Gigabyte AORUS 15G WB-8ES2130MD Intel Core i7-10875H/16GB/512GB SSD/RTX 2070/15.6""",Gigabyte,966.14,"Healthcare, Executive",0.11009407979370939
"Gigabyte AORUS 15G XB-8ES2130MD Intel Core i7-10875H/16GB/512GB SSD/RTX 2070 SUPER/15.6""",Gigabyte,1045.94,Entertainment,0.12157705247344384
"Gigabyte AORUS 15P KB-7ES1130SD Intel Core i7-10750/16GB/512GB SSD/RTX 2060/15.6""",Gigabyte,935.69,Doctor,0.10571241916591602
"Gigabyte AORUS 15P KC-8ES2130SH Intel Core i7-10870H/16GB/512GB SSD/RTX 3060/15.6""",Gigabyte,1043.24,Entertainment,0.12118853084142274
"Gigabyte AORUS 15P KD-72ES224SH Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/15.6""",Gigabyte,1599.0,"Executive, Artist",0.2011606724014378
"Gigabyte AORUS 15P XC-8ES2430SH Intel Core i7-10870H/32GB/512GB SSD/RTX 3070/15.6""",Gigabyte,1300.94,Executive,0.1582707621643245
"Gigabyte AORUS 15P XD Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",Gigabyte,1699.0,Engineer,0.215550362476293
"Gigabyte AORUS 15P XD-73ES324SH Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",Gigabyte,1304.79,Artist,0.15882476523220643
"Gigabyte AORUS 17 YE5-74ES544SH Intel Core i7-12700H/32GB/1TB SSD/RTX 3080Ti/17.3""",Gigabyte,3099.0,"Artist, Homemaker",0.4170060235242653
"Gigabyte AORUS 17G XC-8ES6430RH Intel Core i7-10870H/32GB/512GB SSD/RTX 3070/17.3""",Gigabyte,1478.39,Engineer,0.183805267202155
"Gigabyte AORUS 5 KE4-72ES314SO Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",Gigabyte,1699.0,"Engineer, Entertainment",0.215550362476293
"Gigabyte Aorus 15-SA-7ES0250D Intel Core i7-9750H/16GB/512GB SSD/GTX 1660Ti/15.6""",Gigabyte,835.24,"Lawyer, Engineer",0.091257975485724
"HP 15S-EQ2127NS AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",HP,449.0,"Engineer, Healthcare",0.035679236540603385
"HP 15S-FQ1169NS Intel Core i5-1035G1/8GB/512GB SSD/15.6""",HP,407.69,"Homemaker, Engineer",0.029734855570680715
"HP 15S-FQ4052NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",HP,555.49,Marketing,0.051002817501316654
"HP 15S-fq2005ns Intel Core i5-1135G7/8GB/512GB SSD/15.6""",HP,421.27,"Marketing, Engineer",0.03168897548284605
"HP 15S-fq2095ns Intel Core i3-1115G4/8GB/256GB SSD/15.6""",HP,334.54,Engineer,0.019208797280924166
"HP 15S-fq2159ns Intel Core i3-1115G4/8GB/256GB SSD/15.6"" + Microsoft 365 Personal 12 Meses",HP,608.94,"Entertainment, Executive",0.05869410684632675
"HP 15S-fq4027ns Intel Core i5-1155G7/8GB/512GB SSD/15.6""",HP,475.99,"Homemaker, Lawyer",0.039563013891806796
"HP 250 G8 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",HP,392.69,"Executive, Doctor",0.027576402059452443
"HP 255 G8 AMD Ryzen 5 3500U/8GB/256 GB SSD/15.6""",HP,410.69,"Artist, Homemaker",0.03016654627292637
"HP EliteBook 650 G9 Intel Core i7-1255U/8GB/512GB SSD/15.6""",HP,1654.05,"Entertainment, Doctor",0.20908219678764559
"HP EliteBook 830 G6 Intel Core i5-8265U/8GB/256GB SSD/13.3""",HP,725.89,"Engineer, Marketing",0.07552284938886986
"HP EliteBook 830 G8 Intel Core i5-1135G7/8GB/256GB SSD/13.3""",HP,1678.02,"Artist, Healthcare",0.21253140549858837
"HP EliteBook 830 G8 Intel Core i7-1165G7/16GB/512GB SSD/13.3""",HP,1943.51,Entertainment,0.25073459367832135
"HP EliteBook 840 G4 Intel Core  i7-7500U/8GB/256GB SSD/14""",HP,538.0,"Lawyer, Homemaker",0.048486060707224485
"HP EliteBook 840 G8 Intel Core i7-1165G7/16GB/512GB SSD/14""",HP,1689.06,Executive,0.21412002728285237
"HP EliteBook 850 G6 Intel Core i5-8265U/8GB/256GB SSD/15.6""",HP,520.0,"Marketing, Artist",0.045895916493750556
"HP EliteBook 850 G7 Intel Core i5-10210U/8GB/256GB SSD/15.6""",HP,1074.06,"Executive, Lawyer",0.1256234333224931
"HP EliteBook 850 G8 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",HP,1889.25,"Executive, Doctor",0.24292674784370494
"HP EliteBook x360 1030 G4 Intel Core i5-8265U/8GB/256GB SSD/13.3"" Táctil",HP,866.0,"Doctor, Marketing",0.09568424415274944
"HP Essential 255 G8 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",HP,599.0,"Executive, Doctor",0.05726377165288614
"HP OMEN 15-DC0005NS Intel Core i7-8750H/8GB/1TB/GTX 1050/15.6""",HP,784.69,"Lawyer, Healthcare",0.08398398715288471
"HP OMEN 15-EN0004NS AMD Ryzen 7 4800H/16GB/1TB SSD/RTX 2060/15.6""",HP,863.44,"Executive, Artist",0.09531586808683316
"HP OMEN 16-C0045NS AMD Ryzen 9 5900HX/16GB/1TB SSD/RTX 3070/16.1""",HP,1242.39,Artist,0.14984559862549682
"HP OMEN 16-b0045ns Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/16.1""",HP,1499.0,"Marketing, Artist",0.18677098232658265
"HP OMEN 16-b0046ns Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/16.1""",HP,1198.64,"Engineer, Executive",0.1435501092177477
"HP OMEN 16-c0013ns AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3050Ti/16.1""",HP,829.33,"Executive, Lawyer",0.09040754480230004
"HP OMEN 17-CB1005NS Intel Core i7-10750H/32GB/1TB SSD/RTX 2080 SUPER/17.3""",HP,1297.04,Entertainment,0.15770956425140514
"HP OMEN 17-ck0014ns Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/17.3""",HP,1606.44,"Homemaker, Lawyer",0.20223126534300706
"HP Omen 15-EK0004NS Intel Core i7-10750H/16GB/1TB SSD/RTX 2070/15.6""",HP,911.84,Engineer,0.10228047808306304
"HP Omen 15-EN0002NS AMD Ryzen 7 4800H/16GB/1TB SSD/GTX 1650Ti/15.6""",HP,676.84,"Marketing, Executive",0.06846470640715341
"HP Omen 15-en1004ns AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3070/15.6""",HP,1199.99,Entertainment,0.14374437003375823
"HP Omen 15-en1011ns AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3060/15.6""",HP,912.44,"Marketing, Lawyer",0.1023668162235122
"HP Pavilion Gaming 15-EC1012NS AMD Ryzen 7 4800H/16GB/512GB SSD/GTX 1650Ti/15.6""",HP,621.54,Artist,0.06050720779575849
"HP Pavilion Gaming 16-A0008NS Intel Core i5-10300H/8GB/512GB SSD/GTX 1050/16.1""",HP,545.38,"Lawyer, Marketing",0.0495480198347488
"HP Pavilion Gaming 16-A0010NS Intel Core i7-10750H/16GB/512GB SSD/GTX 1650Ti/16.1""",HP,641.14,"Executive, Homemaker",0.06332758705043011
"HP Pavilion Gaming 16-A0029NS Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/16.1""",HP,711.94,Engineer,0.07351548762342758
"HP Pavilion Gaming 17-CD1000NS Intel Core i7-10750H/8GB/512GB SSD/GTX 1650/17.3""",HP,663.38,"Entertainment, Doctor",0.06652785412307789
"HP Pavilion Laptop 14-CE3008NS Intel Core i5-1035G1/8GB/512GB SSD/MX130/14""",HP,565.54,"Doctor, Homemaker",0.052448981353839595
"HP ProBook 430 G7 Intel Core i5-10210U/8GB/256GB SSD/13.3""",HP,749.99,Marketing,0.07899076469690997
"HP ProBook 440 G8 Intel Core i5-1135G7/8GB/256GB SSD/14""",HP,1335.2,"Doctor, Homemaker",0.1632006699839699
"HP ProBook 450 G6 Intel Core i5-8265U/8GB/256GB SSD/15.6""",HP,569.99,"Doctor, Lawyer",0.05308932256217066
"HP ProBook 450 G7 Intel Core i5-10210U/8GB/256GB SSD/15.6""",HP,1031.89,Artist,0.11955530101792669
"HP ProBook 450 G8 Intel Core i5-1135G7/16GB/512GB SSD/15.6""",HP,1298.15,"Entertainment, Artist",0.15786928981123607
"HP ProBook 450 G8 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",HP,1603.1,Healthcare,0.20175064969450687
"HP Victus 16-d0031ns Intel Core i5-11400H/16GB/512GB SSD/GTX 1650/16.1""",HP,624.78,Executive,0.0609734337541838
"HP Victus 16-e0030ns AMD Ryzen 5 5600H/16GB/512GB SSD/RTX 3050/16.1""",HP,735.84,Doctor,0.07695462355131795
"HP ZBook Firefly 14 G8 Intel Core i7-1165G7/16GB/512GB SSD/14""",HP,1619.46,Entertainment,0.2041048029907532
"HP ZBook Firefly 15 G8 Intel Core i7-1165G7/16 GB/512GB SSD/Quadro T500/15.6""",HP,2677.83,"Executive, Engineer",0.3564009658359978
"HP ZBook Fury G8 Intel Core i7-11800H/16 GB/512GB SSD/RTX A3000/15.6""",HP,3848.01,Engineer,0.524786241153938
"HP ZBook Fury G8 Intel Core i9-11900H/32GB/1TB SSD/RTX A4000/15.6""",HP,4805.65,Executive,0.6625876691867809
"LG 15U70N Intel Core i7-10510U/16GB/512GB SSD/GTX1050/15.6""",LG,704.24,"Doctor, Artist",0.07240748148766371
"LG Gram 13Z990-G Intel Core i5-8265U/8GB/256GB SSD/13.3""",LG,609.04,"Artist, Doctor",0.05870849653640159
"LG Gram 14Z90P Intel Evo Core i5-1135G7/8GB/512GB SSD/14""",LG,701.28,"Lawyer, Marketing",0.071981546661448
"LG Gram 17Z90P Intel Core i7-1165G7/32GB/1TB SSD/17""",LG,1424.19,"Engineer, Homemaker",0.17600605518158352
"Lenovo IdeaPad 1 15ADA7 AMD Ryzen 5 3500U/8GB/512GB SSD/15.6""",Lenovo,569.04,Marketing,0.052952620506459526
"Lenovo IdeaPad 3 14IIL05 Intel Core i5-1035G1/8GB/512GB SSD/14""",Lenovo,699.0,Executive,0.0716534617277413
"Lenovo IdeaPad 3 14ITL6 Intel Core i5-1135G7/8GB/512GB SSD/14""",Lenovo,649.0,"Engineer, Entertainment",0.06445861669031372
"Lenovo IdeaPad 3 15ADA05 AMD 3020e/8GB/256GB SSD/15.6""",Lenovo,299.0,"Healthcare, Marketing",0.014094701428320635
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/16GB/512GB SSD/15.6""",Lenovo,1010.27,"Lawyer, Marketing",0.11644425002374299
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",Lenovo,713.83,Doctor,0.07378745276584232
"Lenovo IdeaPad 3 15IAU7 Intel Core i5-1235U/16GB/512GB SSD/15.6"" + Microsoft 365 Personal 12 Meses Descarga Digital",Lenovo,860.99,"Entertainment, Healthcare",0.0949633206799992
"Lenovo IdeaPad 3 15IGL05 Intel Celeron N4020/8GB/256GB SSD/15.6""",Lenovo,480.95,"Entertainment, Doctor",0.04027674251951961
"Lenovo IdeaPad 3 15IIL05 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",Lenovo,307.09,Engineer,0.015258827355376415
